POS,market,sec_code,sec_name,now_price,chg,所属概念,概念个数0#,投资逻辑,主营关键字,所属通达信行业
1976,1,603066,音飞储存,11.57,-1.20,冷链物流;智能机器;特斯拉;人工智能;一带一路,5,国内最大的仓储货架供应商之一,仓储货架,@通达信行业@
1977,0,000785,居然之家,3.73,-0.27,阿里概念;预制菜;免税概念;智能家居;新零售,5,湖北百货细分行业优秀企业,家居卖场,@通达信行业@
1978,0,000786,北新建材,23.97,-1.15,装配建筑;装饰园林;雄安新区;绿色建筑;央企改革,5,石膏板产能规模居全球领先,石膏板,@通达信行业@
1979,0,301132,满坤科技,28.53,-4.42,消费电子;智能机器;次新股;新能源车;汽车芯片,5,内资PCB企业中排名前三十的企业,PCB,@通达信行业@
1980,1,600057,厦门象屿,8.44,-2.54,冷链物流;一带一路;海峡西岸;土地流转;乡村振兴,5,已形成覆盖全国的市场网络的供应链管理服务提供商,大宗商品供应链物流服务,@通达信行业@
1981,1,603538,美诺华,18.00,-1.85,辅助生殖;新冠检测;新冠药;含可转债;肝炎概念,5,国内出口欧洲特色原料药品种最多的企业之一,心血管类,@通达信行业@
1982,1,688171,纬德信息,24.33,-1.66,智能电网;信息安全;工业互联;虚拟电厂;信创,5,国内电力配电网信息安全领域重要企业,电力、电网信息安全,@通达信行业@
1983,0,000791,甘肃能源,5.15,1.78,绿色电力;光伏;新能源车;充电桩;风电,5,集水电、风电、光电为一体的综合性清洁能源上市公司,水电（甘肃）,@通达信行业@
1984,1,600062,华润双鹤,17.11,-1.50,NMN概念;央企改革;新冠药;生物疫苗;仿制药,5,全国最大的输液供应基地、领先的全合成抗菌药生产基地,心脑血管/输液,@通达信行业@
1985,0,002832,比音勒芬,32.68,0.25,网红经济;新零售;口罩防护;通达信88;体育概念,5,高尔夫服饰领军企业,高尔夫服饰,@通达信行业@
1986,0,300597,吉大通信,9.42,-2.28,5G概念;数据中心;算力概念;边缘计算;东数西算,5,国内领先的通信设计服务商,设计服务,@通达信行业@
1987,1,600067,冠城大通,2.59,-2.26,锂电池;创投概念;储能;氢能源;海峡西岸,5,房地产和电磁线双轮驱动,房地产开发、电磁线,@通达信行业@
1988,1,688180,君实生物,38.16,-3.90,上海自贸;新冠药;生物疫苗;含H股;创新药,5,国内首个获批的国内企业自主研发的抗PD-1单抗,单抗,@通达信行业@
1989,0,002563,森马服饰,5.98,-1.81,婴童概念;网红经济;新零售;网络直播;跨境电商,5,我国第二大休闲服饰品牌和我国第一大儿童服饰品牌,休闲装,@通达信行业@
1990,0,300867,圣元环保,17.00,0.06,医废处理;污水处理;氢能源;生物质能;光伏,5,福建民营垃圾焚烧发电企业，海风业务勾勒第二增长曲线,固液废处理,@通达信行业@
1991,1,600387,ST海越,5.23,-0.76,创投概念;油气改革;锂电池;钒电池;ST板块,5,大型综合性油品和液体化学品企业,成品油,@通达信行业@
1992,1,603081,大丰实业,18.23,-2.93,元宇宙;虚拟现实;杭州亚运;含可转债;体育概念,5,全球领先文体产业整体集成方案解决商,文体科技装备,@通达信行业@
1993,0,300071,福石控股,4.15,-5.68,ChatGPT;大数据;元宇宙;Web3概念;抖音概念,5,国内大型整合营销服务集团，线下营销服务供应商,整合营销,@通达信行业@
1994,0,301151,冠龙节能,17.25,-1.54,临界发电;雄安新区;水利建设;新型城镇;地下管网,5,国内给排水阀门领域市占率排名第一,节水阀门,@通达信行业@
1995,0,002565,顺灏股份,2.83,-2.08,一带一路;钠电池;烟草概念;新型烟草;工业大麻,5,国内环保包装材料真空镀铝纸的龙头生产企业,特种环保纸,@通达信行业@
1996,0,300869,康泰医学,22.64,-1.44,含可转债;新冠检测;养老概念;婴童概念;血氧仪,5,领先的现代化医疗器械研发生产企业,医疗诊断监护设备,@通达信行业@
1997,0,002840,华统股份,14.87,-0.87,猪肉;鸡肉;含可转债;碳中和;冷链物流,5,国内少数几家拥有完整产业链的畜禽屠宰加工企业,屠宰及肉类加工,@通达信行业@
1998,0,002302,西部建设,7.00,-1.55,一带一路;中特估;雄安新区;3D打印;央企改革,5,全国规模领先、技术实力靠前的专业商品混凝土公司,商品混凝土,@通达信行业@
1999,1,600075,新疆天业,4.68,0.21,一带一路;节能;水利建设;降解塑料;含可转债,5,新疆最大的氯碱化工生产基地,塑料制品,@通达信行业@
2000,1,603579,荣泰健康,19.63,-1.06,虚拟现实;小米概念;Web3概念;电商概念;含可转债,5,国内健康产业的按摩器具优秀供应商,按摩椅,@通达信行业@
2001,0,300606,金太阳,18.45,-0.22,高端装备;新材料;口罩防护;工业母机;存储芯片,5,涂附磨具产品各项综合指标均处于国内同类产品领先地位,纸基类磨抛材料,@通达信行业@
2002,0,300076,GQY视讯,5.07,-4.34,安防服务;人工智能;OLED概念;智能机器;MiniLED,5,国内大屏幕显示行业领先企业,拼接屏,@通达信行业@
2003,0,002570,贝因美,4.21,-0.94,婴童概念;网红经济;新零售;电商概念;NFT概念,5,婴幼儿食品领域的领导品牌之一,奶粉,@通达信行业@
2004,0,300875,捷强装备,40.27,0.60,国防军工;智能机器;核污防治;高端装备;核电核能,5,国内军方核化生洗消车辆液压动力系统核心供应商,液压动力系统,@通达信行业@
2005,1,688551,科威尔,60.97,-4.72,燃料电池;光伏;充电桩;新能源车;氢能源,5,专注于测试电源设备制造的高新技术企业,测试电源,@通达信行业@
2006,0,002846,英联股份,10.39,2.97,固态电池;锂电池;钠电池;复合铜箔;含可转债,5,国内领先的快速消费品金属包装产品提供商,罐头易开盖,@通达信行业@
2007,0,301159,三维天地,41.43,2.55,国产软件;数据确权;信息安全;数据要素;食品安全,5,国内重要的检验检测信息管理软件企业,应用软件开发,@通达信行业@
2008,1,601117,中国化学,8.04,-0.99,中特估;污水处理;新材料;一带一路;央企改革,5,在化学工程领域始终位居国内行业领先地位,化工工程,@通达信行业@
2009,1,603588,高能环境,9.16,0.66,污水处理;一带一路;医废处理;生物质能;PPP概念,5,从事固体废物污染防治技术研究和应用,固废污染防治,@通达信行业@
2010,0,000812,陕西金叶,5.12,-1.35,职业教育;创投概念;新型烟草;烟草概念;民营医院,5,我国西北地区烟标印刷重要生产基地，布局教育产业,烟标包装,@通达信行业@
2011,0,301162,国能日新,74.92,-5.94,智能电网;光伏;绿色电力;虚拟电厂;储能,5,新能源发电功率预测系统国内市场占有率排名第一,新能源发电功率预测,@通达信行业@
2012,1,601126,四方股份,15.40,0.92,边缘计算;储能;光伏;智能电网;特高压,5,国内电力系统二次设备制造知名品牌企业之一,智能电力,@通达信行业@
2013,1,603097,江苏华辰,24.38,2.74,特高压;充电桩;智能电网;储能;雄安新区,5,华东地区主要的输配电及控制设备生产商之一,输配电及控制设备,@通达信行业@
2014,0,002850,科达利,125.61,-1.09,特斯拉;储能;锂电池;新能源车;含可转债,5,锂电池和汽车结构件行业的领先企业,锂电池精密结构件,@通达信行业@
2015,0,300349,金卡智能,13.37,-1.84,物联网;数据要素;芯片;量子科技;雄安新区,5,中国领先的智能燃气解决方案供应商,智能燃气表,@通达信行业@
2016,0,300880,迦南智能,26.68,1.06,物联网;充电桩;虚拟电厂;高压快充;智能电网,5,将公司打造成为全球能源计量与服务的一流企业,智能电表,@通达信行业@
2017,1,603098,森特股份,20.12,-0.98,BIPV概念;光伏;绿色建筑;绿色电力;雄安新区,5,国内金属建筑围护行业的领军企业,金属围护系统,@通达信行业@
2018,1,603590,康辰药业,32.14,-0.86,创新药;创投概念;知识产权;仿制药;猴痘概念,5,国内创新药研发及营销的领先制药企业,创新药研发,@通达信行业@
2019,1,605090,九丰能源,21.56,-0.60,航运概念;节能;氢能源;天然气;生物质能,5,是我国第四大、华南地区第一大LPG进口商,LPG、LNG,@通达信行业@
2020,0,002576,通达动力,16.97,-3.30,新能源车;智能机器;3D打印;风电;特高压,5,国内最早专业生产电机定转子冲片和铁芯的企业之一,定转子冲片和铁芯,@通达信行业@
2021,0,300881,盛德鑫泰,29.97,-2.15,核电核能;创投概念;临界发电;光热发电;氢能源,5,电站锅炉用小口径无缝钢管中处于领先地位,无缝钢管,@通达信行业@
2022,0,002577,雷柏科技,15.81,-3.07,智能机器;消费电子;百度概念;人工智能;无线耳机,5,电竞专用鼠标键盘领域领军企业,鼠标、键盘,@通达信行业@
2023,0,002853,皮阿诺,17.76,-2.84,网红经济;智能家居;物联网;粤港澳;C2M概念,5,个性化定制和设计安装优秀企业,定制橱柜,@通达信行业@
2024,0,002051,中工国际,11.39,-2.82,水利建设;中特估;央企改革;污水处理;一带一路,5,平台型国际工程承包商，高质量参与共建“一带一路”,国际工程承包,@通达信行业@
2025,0,002314,南山控股,3.26,-1.21,国防军工;粤港澳;一带一路;跨境电商;冷链物流,5,国内集成房屋的龙头企业,地产开发,@通达信行业@
2026,1,601137,博威合金,14.43,-0.21,无线耳机;光伏;新材料;5G概念;特斯拉,5,精密铜合金棒以及高端铜合金龙头,有色合金材料,@通达信行业@
2027,1,605111,新洁能,44.50,-4.30,三代半导;汽车电子;芯片;氮化镓;汽车芯片,5,国内MOSFET设计龙头,MOSFET,@通达信行业@
2028,0,002858,力盛体育,27.40,-4.63,Web3概念;虚拟现实;NFT概念;人工智能;体育概念,5,国内赛车行业龙头，布局了汽车运动全产业链,赛事运营,@通达信行业@
2029,0,300888,稳健医疗,40.73,-2.23,口罩防护;新冠检测;婴童概念;网络直播;跨境电商,5,医用敷料行业全国第二,医用敷料,@通达信行业@
2030,0,301175,中科环保,6.17,0.16,央企改革;医废处理;绿色电力;碳中和;生物质能,5,长期扎根环保领域，以生活垃圾焚烧发电为业务主体,垃圾焚烧发电,@通达信行业@
2031,1,603603,*ST博天,3.17,4.97,污水处理;雄安新区;新型城镇;ST板块;PPP概念,5,全产业链布局的水生态综合环境服务商,水环境解决方案,@通达信行业@
2032,0,000825,太钢不锈,3.89,-1.02,央企改革;一带一路;可控核变;临界发电;核电核能,5,不锈钢行业龙头，国际上重要的不锈钢生产厂家之一,不锈钢材,@通达信行业@
2033,0,300094,国联水产,5.08,0.99,网红经济;网络直播;水产品;预制菜;新零售,5,中国境内仅有的两家国家级南美白对虾遗传育种中心之一,南美白对虾,@通达信行业@
2034,1,603111,康尼机电,4.85,0.21,一带一路;高端装备;工业互联;铁路基建;新能源车,5,中国轨道车辆门系统国产化研发和制造基地,列车和站台门系统,@通达信行业@
2035,0,000338,潍柴动力,12.17,0.41,燃料电池;节能;含H股;氢能源;高端装备,5,国家内燃机研发、制造、销售重点骨干企业,卡车及零部件,@通达信行业@
2036,0,002863,今飞凯达,6.10,0.16,新材料;含可转债;中俄贸易;一体压铸;新能源车,5,国内大型铝合金车轮生产和出口企业之一,汽轮,@通达信行业@
2037,0,000830,鲁西化工,10.32,-0.48,乡村振兴;化肥概念;央企改革;有机硅;新材料,5,具备一体化及产业链循环优势，产品具备强协同效应,煤化工、盐化工产品,@通达信行业@
2038,1,603610,麒盛科技,11.60,-1.61,智能医疗;婴童概念;养老概念;智能家居;华为鸿蒙,5,智能电动床生产领域知名企业,智能电动床,@通达信行业@
2039,0,000836,富通信息,3.03,-1.30,光伏;5G概念;光通信;创投概念;安防服务,5,公司光纤产能全国前五,光纤光缆,@通达信行业@
2040,0,002592,ST八菱,4.10,-0.73,ST板块;新能源车;热管理;燃料电池;免疫治疗,5,热交换器产品的设计、制造领域领先企业,汽车铝质散热器,@通达信行业@
2041,0,300630,普利制药,19.67,-2.62,猴痘概念;仿制药;新冠药;海南自贸;含可转债,5,已通过中国医药企业制剂国际化先导企业认证,抗过敏类药物,@通达信行业@
2042,0,301185,鸥玛软件,37.66,-3.76,阿里概念;国产软件;人工智能;数字水印;虚拟现实,5,国内知名的考试与测评领域信息化产品提供商,考试、评测信息化,@通达信行业@
2043,0,300631,久吾高科,34.55,-0.75,锂电池;垃圾分类;盐湖提锂;稀土永磁;污水处理,5,膜集成系统解决方案的专业化提供商,膜集成技术,@通达信行业@
2044,0,301186,超达装备,34.88,-2.98,特斯拉;锂电池;新能源车;换电概念;含可转债,5,国内领先的汽车内外饰模具供应商,汽车内外饰模具,@通达信行业@
2045,1,603616,韩建河山,5.00,-1.57,雄安新区;一带一路;水利建设;地下管网;PPP概念,5,预应力钢筒混凝土管管道龙头,预应力钢筒混凝土管,@通达信行业@
2046,0,002067,景兴纸业,3.34,-1.18,婴童概念;一带一路;智能机器;含可转债;创投概念,5,全国最大的专业生产牛皮箱板纸生产企业之一,包装用纸,@通达信行业@
2047,1,688216,气派科技,25.00,-3.47,氮化镓;Chiplet;5G概念;芯片;三代半导,5,华南地区规模最大的内资集成电路封装测试企业之一,集成电路封装测试,@通达信行业@
2048,0,301189,奥尼电子,30.14,-4.32,跨境电商;腾讯概念;无线耳机;消费电子;物联网,5,国内领先的智能视听软硬件方案商与制造商,PC/TV摄像头,@通达信行业@
2049,1,600111,北方稀土,23.56,-1.71,稀缺资源;新材料;通达信88;绿色照明;稀土永磁,5,我国乃至世界领先的稀土基地，国内六大稀土集团之一,稀土,@通达信行业@
2050,0,002332,仙琚制药,14.00,0.72,辅助生殖;医美概念;维生素;新冠检测;创新药,5,国内规模最大、品种最为齐全的甾体药物生产厂家,皮质激素,@通达信行业@
2051,0,002875,安奈儿,12.31,-2.92,新零售;粤港澳;婴童概念;网络直播;抖音概念,5,中高端童装业务生产商，销量行业排名前列,品牌童装,@通达信行业@
2052,1,603127,昭衍新药,41.79,-5.62,免疫治疗;生物疫苗;含H股;CXO概念;创新药,5,中国最早从事药物非临床评价的民营CRO企业,药物临床前研究,@通达信行业@
2053,1,688219,会通股份,9.30,-0.96,新材料;含可转债;充电桩;降解塑料;5G概念,5,公司是国内改性塑料领域的龙头企业,改性塑料,@通达信行业@
2054,0,002876,三利谱,31.76,-2.99,OLED概念;超清视频;小米概念;虚拟现实;元宇宙,5,中国大陆TFT-LCD偏光片企业前二名,偏光片,@通达信行业@
2055,1,600444,国机通用,13.11,0.15,地下管网;盐湖提锂;锂电池;光热发电;氢能源,5,流体机械产品成套装备系统解决方案供应商,流体机械,@通达信行业@
2056,0,300109,新开源,23.35,0.04,新冠检测;免疫治疗;基因概念;降解塑料;创新药,5,全球PVP产业格局中稳居中国第一、世界第三的地位,PVP,@通达信行业@
2057,0,000417,合肥百货,4.62,-1.49,地摊经济;冷链物流;新零售;预制菜;跨境电商,5,安徽省最大的综合性商业集团，安徽区域市场的零售龙头,安徽百货,@通达信行业@
2058,0,000859,国风新材,4.75,-1.45,装配建筑;光刻机;绿色建筑;新能源车;新材料,5,中国薄膜制造行业最具影响力和竞争力的产品之一,塑料薄膜,@通达信行业@
2059,1,603630,拉芳家化,15.72,-1.69,网红经济;电商概念;网络直播;医美概念;新零售,5,洗护发民族品牌龙头,洗护类产品,@通达信行业@
2060,1,688222,成都先导,16.87,-4.20,创新药;CXO概念;基因概念;智能医疗;腾讯概念,5,四川省先导化合物筛选工程技术研究中心,DEL筛选,@通达信行业@
2061,0,002337,赛象科技,5.63,0.54,数字孪生;国防军工;大飞机;高端装备;智能机器,5,橡胶机械行业领导者，技术水平国内领先,橡胶机械,@通达信行业@
2062,0,002077,大港股份,15.12,-3.26,芯片;节能;创投概念;锂电池;汽车芯片,5,一家以战略新兴产业为主的投资控股型企业,集成电路封测、商贸服务,@通达信行业@
2063,0,300642,透景生命,19.53,-2.06,猴痘概念;辅助生殖;新冠检测;上海自贸;基因概念,5,国内肿瘤标志物体外检测领域的龙头企业,体外检测试剂,@通达信行业@
2064,0,300114,中航电测,47.86,-1.87,智能穿戴;智能机器;军民融合;央企改革;国防军工,5,中航工业旗下智能测控产品供应商，拟收购成飞集团,应变电测与控制,@通达信行业@
2065,0,301199,迈赫股份,30.00,-4.15,智能机器;新能源车;人工智能;绿色建筑;高端装备,5,为汽车制造领域提供比较齐全的智能装备系统产品和服务,智能制造整体方案,@通达信行业@
2066,0,000868,安凯客车,5.50,0.00,燃料电池;PPP概念;无人驾驶;锂电池;新能源车,5,国内较早研发和批量生产运营新能源客车的整车企业,整车及底盘,@通达信行业@
2067,0,300116,保力新,1.43,-4.67,锂电池;燃料电池;换电概念;新能源车;储能,5,国内最早成功研发磷酸铁锂新能源汽车动力电池之一,锂离子动力电池,@通达信行业@
2068,1,600459,贵研铂业,14.70,-2.20,空气治理;燃料电池;新材料;镍金属;稀缺资源,5,国内最大的铂族金属生产企业之一,铂族金属,@通达信行业@
2069,0,002082,万邦德,6.81,-0.73,新冠药;口罩防护;创新药;生物疫苗;肝炎概念,5,中成药细分行业优秀企业,现代中药,@通达信行业@
2070,1,600125,铁龙物流,5.95,-0.50,冷链物流;铁路基建;一带一路;碳中和;央企改革,5,铁路运输位于国内前列,铁路运输服务,@通达信行业@
2071,0,300916,朗特智能,50.52,6.60,无线耳机;汽车电子;充电桩;智能机器;新型烟草,5,小而美的智能控制器专家,智能控制器,@通达信行业@
2072,0,002611,东方精工,5.54,0.54,军民融合;光伏;国防军工;智能机器;无人机,5,国内智能瓦楞纸箱包装自动化设备行业的龙头企业,智能瓦楞纸包装装备,@通达信行业@
2073,0,301205,联特科技,282.00,4.84,CPO概念;次新股;5G概念;光通信;芯片,5,中高端光模块行业领先企业,光模块,@通达信行业@
2074,1,603656,泰禾智能,13.58,-2.02,人工智能;食品安全;智能机器;机器视觉;高端装备,5,在国内外智能检测分选装备行业具有较大影响力,智能分选设备,@通达信行业@
2075,1,605218,伟时电子,15.02,-4.70,消费电子;特斯拉;虚拟现实;MiniLED;OLED概念,5,全球车载背光显示模组领域领先企业之一,背光显示模组,@通达信行业@
2076,1,688606,奥泰生物,52.71,-0.21,辅助生殖;新冠检测;幽门菌;猴痘概念;肝炎概念,5,快速诊断试剂领域的重要产品提供商,体外诊断试剂,@通达信行业@
2077,0,002346,柘中股份,11.95,-1.40,创投概念;锂矿;盐湖提锂;锂电池;体育概念,5,柘中电气成套开关设备在行业中享有较高的知名度,成套开关设备,@通达信行业@
2078,1,600128,弘业股份,7.93,-1.73,黄金概念;知识产权;创投概念;跨境电商;化肥概念,5,全国最早的外贸及文化行业上市公司之一,进出口贸易,@通达信行业@
2079,0,000488,晨鸣纸业,4.80,0.00,区块链;污水处理;碳中和;含B股;含H股,5,中国造纸行业龙头企业，全球知名的制浆造纸生产基地,印刷用纸,@通达信行业@
2080,1,600129,太极集团,60.67,0.18,医美概念;新冠药;仿制药;养老概念;央企改革,5,亚洲最大的口服液及糖浆剂生产基地,医药工业,@通达信行业@
2081,1,603659,璞泰来,33.90,0.21,通达信88;特斯拉;PVDF概念;锂电池;上海自贸,5,专业的锂电池材料及工艺设备综合解决方案提供商,锂电池负极材料,@通达信行业@
2082,0,002615,哈尔斯,5.65,-0.18,NFT概念;跨境电商;智能家居;网红经济;网络直播,5,国内水杯代工龙头，收购百年瑞士品牌SIGG水具公司,真空保温器皿,@通达信行业@
2083,1,601298,青岛港,6.84,-0.73,含H股;中特估;中俄贸易;区块链;一带一路,5,青岛港口是世界第五大港，我国北方最大的外贸口岸,物流港口增值服务,@通达信行业@
2084,0,002620,瑞和股份,4.88,-1.21,装配建筑;光伏;装饰园林;BIPV概念;新型城镇,5,我国公共建筑装饰行业龙头企业之一,公共装饰工程,@通达信行业@
2085,0,002895,川恒股份,19.22,-2.04,磷概念;含可转债;锂电池;锂矿;盐湖提锂,5,国内饲料级磷酸二氢钙行业龙头,饲料级磷酸二氢钙,@通达信行业@
2086,0,002092,中泰化学,6.34,-1.09,一带一路;职业教育;降解塑料;石墨烯;碳中和,5,全国大型氯碱化工企业之一，新疆最大的气流纺生产企业,pvc,@通达信行业@
2087,0,300396,迪瑞医疗,31.67,-1.89,中俄贸易;肝炎概念;央企改革;猴痘概念;新冠检测,5,医疗检验仪器及配套试纸试剂制造商,诊断仪器,@通达信行业@
2088,0,000888,峨眉山Ａ,11.78,-0.67,白酒概念;NFT概念;智慧政务;在线旅游;大数据,5,四川省龙头旅游企业，拥有峨眉山国家5A级景区资源,景区,@通达信行业@
2089,0,002622,皓宸医疗,3.00,-0.66,民营医院;国产软件;富媒体;智能电网;大数据,5,永磁开关细分行业的较领先地位,永磁开关,@通达信行业@
2090,1,600138,中青旅,12.77,-1.47,央企改革;电商概念;网络游戏;在线旅游,4,国内领先的综合旅游服务商,旅行社服务,@通达信行业@
2091,0,000510,新金路,6.39,0.16,石墨烯;国防军工;毫米雷达;芯片,4,公司“金路”牌PVC为大商所PVC期货指定交割品牌,pvc,@通达信行业@
2092,0,000890,法尔胜,3.86,-1.53,污水处理;节能;5G概念;超导概念,4,知名金属制品供应商，“金属制品+环保行业”双主业,垃圾渗滤液处理,@通达信行业@
2093,0,002356,赫美集团,3.77,-1.82,创投概念;跨境电商;互联金融;智能电网,4,奢侈品运营行业龙头,奢侈品品牌运营,@通达信行业@
2094,0,300929,华骐环保,10.94,-0.18,乡村振兴;医废处理;污水处理;PPP概念,4,公司在国内BAF工艺污水处理领域内处领先地位,水环境治理,@通达信行业@
2095,0,301217,铜冠铜箔,13.09,4.72,复合铜箔;锂电池;5G概念;储能,4,国内电子铜箔行业龙头企业之一,电子铜箔,@通达信行业@
2096,0,002357,富临运业,6.33,-2.16,国防军工;在线旅游;卫星导航;充电桩,4,四川省道路运输行业区域龙头,公路客运,@通达信行业@
2097,1,601333,广深铁路,3.85,0.52,铁路基建;央企改革;含H股;粤港澳,4,公司是全球三大主要证券市场上市的铁路运输企业,铁路运输服务,@通达信行业@
2098,0,300132,青松股份,5.33,-1.11,婴童概念;口罩防护;工业大麻;海峡西岸,4,国内最大的松节油深加工企业,化妆品,@通达信行业@
2099,0,000895,双汇发展,24.48,-0.16,猪肉;人造肉;通达信88;预制菜,4,境内最大的肉类加工企业,肉制品,@通达信行业@
2100,0,002360,同德化工,7.20,-0.96,光伏;民营银行;在线旅游;降解塑料,4,国家民爆行业优势骨干企业,工业炸药,@通达信行业@
2101,0,002099,海翔药业,8.92,-0.78,分散染料;创新药;生物疫苗;肝炎概念,4,克林霉素系列产量稳居全球龙头，活性艳蓝染料领域龙头,医药+染料,@通达信行业@
2102,0,002628,成都路桥,3.19,-0.62,PPP概念;装配建筑;绿色建筑;燃料电池,4,成都公路工程、桥梁工程龙头企业,路桥工程,@通达信行业@
2103,0,300933,中辰股份,7.56,-1.31,含可转债;充电桩;特高压;智能电网,4,全国电缆行业50强企业,电线电缆,@通达信行业@
2104,1,600151,航天机电,8.97,-0.99,央企改革;上海自贸;光伏;军民融合,4,全球新能源光伏领先企业,太阳能系统产品,@通达信行业@
2105,1,600784,鲁银投资,7.08,2.16,光伏;储能;绿色电力;创投概念,4,国内产销规模最大的钢铁粉末生产企业之一,盐业、粉末冶金,@通达信行业@
2106,1,605303,园林股份,10.45,-1.42,装饰园林;雄安新区;PPP概念;新型城镇,4,中国生态园林百强企业，在行业内具有较高的知名度,风景园林,@通达信行业@
2107,0,000900,现代投资,4.03,-0.25,医废处理;民营银行;垃圾分类;预制菜,4,湖南省交通系统首家上市公司,公路收费,@通达信行业@
2108,0,002907,华森制药,14.60,-1.82,创新药;幽门菌;仿制药;肝炎概念,4,中西药优势互补的国内优质制药企业,铝碳酸镁片,@通达信行业@
2109,0,300138,晨光生物,17.51,-0.74,代糖概念;乡村振兴;NMN概念;工业大麻,4,世界最大的辣椒红色素生产供应商,色素类产品,@通达信行业@
2110,1,605318,法狮龙,13.88,-0.93,装配建筑;杭州亚运;智能家居;装饰园林,4,研发生产销售一体化的吊顶龙头厂商,客厅吊顶,@通达信行业@
2111,0,000902,新洋丰,10.10,-1.75,磷概念;乡村振兴;化肥概念;含可转债,4,中国化肥企业十强和中国磷复肥企业前三强,磷复肥,@通达信行业@
2112,0,000524,岭南控股,10.81,-1.28,预制菜;免税概念;在线旅游;粤港澳,4,广东省内的大型综合性旅游集团,综合旅游服务,@通达信行业@
2113,0,000903,云内动力,2.30,-0.86,汽车电子;乡村振兴;燃料电池;充电桩,4,中国内燃机行业排头兵企业,柴油发动机,@通达信行业@
2114,0,002105,信隆健康,5.59,-0.89,婴童概念;体育概念;小米概念;养老概念,4,全球最大的自行车零配件生产厂商,自行车零配件,@通达信行业@
2115,0,300940,南极光,17.36,-2.36,OLED概念;消费电子;MicroLED;小米概念,4,手机背光显示模组行业领先企业,LED背光模组,@通达信行业@
2116,0,000905,厦门港务,7.35,-1.08,跨境电商;免税概念;一带一路;海峡西岸,4,公司是厦门港区规模最大综合物流服务商之一,港口装卸,@通达信行业@
2117,0,002911,佛燃能源,12.63,1.12,粤港澳;充电桩;天然气;氢能源,4,华南地区具竞争力的燃气公司,燃气供应,@通达信行业@
2118,0,300941,创识科技,21.25,-2.92,数字货币;智慧政务;华为鸿蒙;信创,4,国内重要的电子支付IT方案商,银行支付IT,@通达信行业@
2119,1,600495,晋西车轴,4.32,0.70,铁路基建;央企改革;一带一路;高端装备,4,铁路车轴的制造、研发和工艺创新能力处于全球领先地位,铁路车辆,@通达信行业@
2120,0,300942,易瑞生物,12.13,-1.86,粤港澳;新冠检测;猴痘概念;食品安全,4,国内食品安全快速检测领域的领先企业之一,快速检测产品,@通达信行业@
2121,0,002108,沧州明珠,4.47,0.45,锂电池;新能源车;地下管网;雄安新区,4,国内知名的PE管道、给水用管材商，布局锂离子电池隔膜,PE管道,@通达信行业@
2122,0,002637,赞宇科技,10.03,-1.28,节能;一带一路;食品安全;污水处理,4,国内研究和生产表面活性剂的龙头企业之一,表面活性剂,@通达信行业@
2123,1,603688,石英股份,103.21,-2.22,芯片;通达信88;光通信;光伏,4,石英管棒产销量连续多年稳居行业之首,石英制品,@通达信行业@
2124,0,002638,勤上股份,3.33,-3.20,绿色照明;职业教育;智慧城市;杭州亚运,4,半导体照明产品与教育的双主业布局企业,LED照明、教育培训,@通达信行业@
2125,0,002915,中欣氟材,16.15,-1.52,新材料;氟概念;虫害防治;钠电池,4,国家火炬计划重点高新技术企业，知名氟苯化合物供应商,氟精细化学品,@通达信行业@
2126,1,600795,国电电力,3.82,-0.26,风电;央企改革;雄安新区;绿色电力,4,国家能源集团控股上市公司,火电（华东）,@通达信行业@
2127,0,300145,中金环境,2.91,-1.02,污水处理;PPP概念;垃圾分类;水利建设,4,全国最早研发并规模化生产不锈钢冲压焊接离心泵的企业,水泵,@通达信行业@
2128,1,688658,悦康药业,23.94,-2.68,新冠药;幽门菌;创新药;仿制药,4,以高端化学药为主导的大型医药企业集团,高端化学药,@通达信行业@
2129,0,300415,伊之密,18.98,-2.06,一体压铸;工业母机;智能机器;5G概念,4,注塑机在国内行业排名位居前五,注塑机,@通达信行业@
2130,0,300947,德必集团,14.19,-2.54,物业管理;人工智能;网络直播;元宇宙,4,创意产业园区龙头,文化创意产业园区的运营服务商,@通达信行业@
2131,1,603693,江苏新能,14.10,4.68,绿色电力;光伏;生物质能;风电,4,国内最早投资新能源项目的企业之一,新能源发电,@通达信行业@
2132,1,688659,元琛科技,16.10,6.06,复合铜箔;碳中和;节能;口罩防护,4,在国内高温过滤材料行业排名前五,滤袋 脱硝催化剂,@通达信行业@
2133,0,301235,华康医疗,31.20,-1.86,医废处理;智能医疗;新冠检测;人工智能,4,现代医疗净化系统综合服务商,医疗净化系统集成,@通达信行业@
2134,0,300149,睿智医药,7.64,-3.41,创新药;代糖概念;CXO概念;新冠药,4,全资子公司上海睿智是新药靶点范围最多的CRO企业之一,医药研发服务,@通达信行业@
2135,0,300950,德固特,19.99,0.81,核电核能;碳中和;节能;氢能源,4,为国际行业龙头客户提供优质产品,节能换热装备,@通达信行业@
2136,1,600167,联美控股,6.72,0.75,安防服务;热泵概念;生物质能;氢能源,4,供热行业中少有的高新技术企业,蒸汽,@通达信行业@
2137,1,601519,大智慧,7.30,-6.17,大数据;国产软件;网络直播;互联金融,4,证券IT知名企业,证券软件,@通达信行业@
